Year	Month	Year_month	monthnum	Mussel	size	Barn_amount	Barn_prop	Barn_old	Mint_m	Mint_f	Mint_eggs	sum_int	Mori_m	Mori_f	Mori_eggs	sum_ori	juv	oyster	O_size	O_Mori_m	O_Mori_f	O_Mori_eggs	O_Mori_sum	O_Mori_juv
2013	June	2013_June	6	255	46	7.8	NA	NA	8	3	2	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	256	46	8.8	NA	NA	4	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	257	38	6.3	NA	NA	4	2	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	258	33	3.8	NA	NA	3	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	259	46	8.6	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	260	41	6.4	NA	NA	4	4	3	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	261	44	6.9	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	262	44	7.1	NA	NA	8	1	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	263	41	6.9	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	264	47	9.9	NA	NA	0	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	265	38	5.1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	266	42	6.6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	267	49	11.9	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	268	50	10.8	NA	NA	7	10	8	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	269	33	3.4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	270	50	11.2	NA	NA	10	1	1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	271	38	5.2	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	272	49	11.8	NA	NA	7	9	6	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	273	36	5	NA	NA	2	3	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	274	55	17	NA	NA	9	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	275	40	6.1	NA	NA	10	5	4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	276	37	5.4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	277	53	14.9	NA	NA	4	3	3	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	278	48	9.2	NA	NA	2	3	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	279	38	5.1	NA	NA	0	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	280	49	10.8	NA	NA	7	3	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	281	55	18.5	NA	NA	4	3	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	282	45	8.2	NA	NA	3	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	283	40	6.3	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	284	54	16	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	285	47	8.5	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	286	49	9.1	NA	NA	5	3	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	287	34	4.7	NA	NA	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	288	45	10	NA	NA	8	7	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	289	37	5	NA	NA	5	9	8	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	June	2013_June	6	290	36	4.6	NA	NA	0	3	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	291	53	11.7	NA	NA	9	2	3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	292	51	11	NA	NA	8	4	4	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	293	53	11.4	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	294	41	6.2	NA	NA	1	3	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	295	44	7.1	NA	NA	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	296	47	8.8	NA	NA	6	5	2	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	297	34	3.3	NA	NA	0	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	298	43	7	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	299	46	9.3	NA	NA	2	6	5	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	300	54	10.5	NA	NA	3	3	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	301	53	9.4	NA	NA	1	2	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	302	52	11.7	NA	NA	1	3	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	303	48	7.7	NA	NA	6	3	3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	304	36	4.3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	305	38	5.6	NA	NA	1	6	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	306	46	6.6	NA	NA	3	2	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	307	53	10.7	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	308	49	9.5	NA	NA	4	5	5	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	309	44	6	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	310	39	5.1	NA	NA	4	3	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	311	43	6.5	NA	NA	3	2	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	312	54	11.2	NA	NA	6	5	5	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	313	56	14	NA	NA	7	2	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	314	57	14.3	NA	NA	5	2	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	315	42	6.2	NA	NA	2	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	316	53	12.2	NA	NA	10	6	4	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	317	38	5	NA	NA	0	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	318	36	4.6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	319	33	3.4	NA	NA	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	320	38	4.6	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	321	50	11.2	NA	NA	6	8	7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	322	35	4.4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	323	47	9.4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	324	44	8.3	NA	NA	10	6	5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	325	47	10.3	NA	NA	10	10	3	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	326	41	7.5	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	327	43	7.8	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	328	42	6.8	NA	NA	2	3	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	329	31	3.3	NA	NA	0	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	July	2013_July	7	330	33	3.9	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	331	54	14.1	NA	NA	5	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	332	58	18.4	NA	NA	5	2	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	333	54	15	NA	NA	6	1	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	334	56	13.3	NA	NA	14	6	2	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	335	55	11.1	NA	NA	14	11	9	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	336	52	10.9	NA	NA	6	10	9	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	337	55	15.1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	338	50	10	NA	NA	4	1	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	339	46	7.8	NA	NA	6	2	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	340	45	7.7	NA	NA	4	3	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	341	49	11.4	NA	NA	8	3	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	342	43	7.6	NA	NA	4	3	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	343	50	11.4	NA	NA	3	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	344	39	3.8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	345	38	4.6	NA	NA	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	346	47	8.2	NA	NA	4	1	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	347	47	8.2	NA	NA	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	348	41	4.8	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	349	57	14.5	NA	NA	3	3	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	350	55	13.7	NA	NA	6	2	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	351	55	17	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	352	56	17.4	NA	NA	5	1	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	353	52	12.8	NA	NA	9	4	3	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	354	45	8	NA	NA	7	2	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	355	42	6.9	NA	NA	5	4	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	356	42	6	NA	NA	7	5	5	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	357	44	8.4	NA	NA	11	4	1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	358	44	7.6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	359	40	5.9	NA	NA	1	3	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	360	34	3.6	NA	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	361	36	5.2	NA	NA	6	4	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	362	37	3.9	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	363	35	4.2	NA	NA	1	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	364	35	4	NA	NA	3	2	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	365	34	2.9	NA	NA	5	5	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	366	37	4.3	NA	NA	4	6	2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	367	37	3.7	NA	NA	1	2	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	368	32	3.2	NA	NA	3	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	369	31	2.5	NA	NA	2	2	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	August	2013_August	8	370	32	2.7	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	371	59	18.86	NA	NA	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	372	62	24.52	NA	NA	0	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	373	53	14.84	NA	NA	4	2	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	374	62	22.76	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	375	48	12.39	NA	NA	2	4	4	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	376	57	13.85	NA	NA	3	3	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	377	57	13.44	NA	NA	8	5	4	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	378	53	13.29	NA	NA	6	4	1	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	379	57	21.77	NA	NA	5	1	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	380	67	31.82	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	381	60	18.27	NA	NA	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	382	58	19.2	NA	NA	4	1	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	383	58	17.09	NA	NA	6	1	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	384	57	16.34	NA	NA	5	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	385	56	18.11	NA	NA	6	1	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	386	55	19.66	NA	NA	8	2	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	387	50	13.6	NA	NA	8	3	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	388	50	13.08	NA	NA	6	2	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	389	50	10.75	NA	NA	7	5	5	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	September	2013_September	9	390	53	13.83	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	391	51	11.9	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	392	53	14.7	NA	NA	2	4	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	393	48	9.2	NA	NA	4	2	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	394	45	6.6	NA	NA	3	6	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	395	54	16.3	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	396	53	14.4	NA	NA	4	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	397	57	18.9	NA	NA	5	4	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	398	50	9.9	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	399	50	11.7	NA	NA	4	2	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	400	45	8.3	NA	NA	5	7	5	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	401	42	5.6	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	402	50	11.2	NA	NA	7	1	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	403	38	4.4	NA	NA	5	4	3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	404	52	12.2	NA	NA	6	6	2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	405	45	7.9	NA	NA	9	3	3	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	406	39	5.2	NA	NA	10	1	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	407	50	10.1	NA	NA	2	4	4	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	408	45	8.2	NA	NA	7	3	3	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	409	30	2.8	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	410	51	13.9	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	411	49	10	NA	NA	0	5	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	412	44	5.9	NA	NA	4	2	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	413	46	7.5	NA	NA	9	4	2	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	414	45	8.3	NA	NA	10	7	3	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	415	31	2.3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	416	52	11.7	NA	NA	4	6	4	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	417	45	6.4	NA	NA	5	2	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	418	33	2.9	NA	NA	6	5	1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	419	57	15.1	NA	NA	7	2	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	420	44	8.2	NA	NA	6	0	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	421	52	12.8	NA	NA	7	0	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	422	47	11.2	NA	NA	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	423	36	3.9	NA	NA	3	2	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	424	40	5.6	NA	NA	4	3	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	425	49	10.4	NA	NA	0	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	426	36	3.4	NA	NA	3	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	427	38	4.1	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	428	36	3.8	NA	NA	3	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	429	33	2.9	NA	NA	2	2	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	Oktober	2013_Oktober	10	430	33	2.8	NA	NA	7	4	3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	431	51	11.9	NA	NA	4	3	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	432	39	3.8	NA	NA	3	4	4	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	433	46	6.5	NA	NA	4	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	434	45	8	NA	NA	11	5	3	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	435	55	14.9	NA	NA	1	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	436	49	11	NA	NA	11	4	2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	437	57	12.9	NA	NA	15	7	3	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	438	37	4.1	NA	NA	2	2	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	439	38	4.2	NA	NA	8	2	1	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	440	55	13.8	NA	NA	14	6	1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	441	50	10.6	NA	NA	9	4	1	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	442	47	9.5	NA	NA	2	4	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	443	39	4.7	NA	NA	7	5	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	444	51	9.5	NA	NA	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	445	42	6.6	NA	NA	12	4	2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	446	46	9.2	NA	NA	4	3	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	447	38	4.8	NA	NA	4	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	November	2013_November	11	448	37	4.3	NA	NA	9	3	2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
